Column1,column ID,ID,Age,Customer_type,Gross_income,Net_income,Valid,SEX,Type_of_industry,Marital_Status,Months_in_city,Months_in_current_job,Org_Type,Debt_ratio,Target,ENQ_1,ENQ_2,ENQ_3,ENQ_4,ENQ_5,ENQ_6,ENQ_7,ENQ_8,ACCOUNT_9,ACCOUNT_10,ACCOUNT_11,ACCOUNT_12,ACCOUNT_13,ACCOUNT_14,ACCOUNT_15,ACCOUNT_16,ACCOUNT_17,ACCOUNT_18,ACCOUNT_19,ACCOUNT_20,ACCOUNT_21,bank_balance
1982,2809,1594,35,SALARIED,500000,51963,1,MALE,OTHERS,MARRIED,0,120,INDIVIDUAL,0.58,0,2,5,6,1,12,1,17,1,0,0,179,3,0,3,2,0,2,69118,0,69118,215,14546
1983,2810,184,32,SALARIED,360000,25329,1,FEMALE,OTHERS,MARRIED,240,0,INDIVIDUAL,0.62,0,38,94,1,0,4,1,5,1,0,0,93,7,0,7,4,0,4,87489,0,87489,214,71068
1984,2813,1029,37,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,444,1,PROPRIETORSHIP,0.33,0,16,16,2,1,3,1,3,1,0,0,165,14,0,1,1,0,1,2599,0,2599,214,18236
1985,2814,1107,38,SALARIED,22900,22900,1,MALE,OTHERS,MARRIED,0,0,PARTNERSHIP,0.5,0,11,149,2,0,4,1,12,1,0,6,214,18,0,18,1,0,1,12441,0,12441,214,18308
1986,2815,1871,28,SELF EMPLOYED,28193,28193,1,FEMALE,OTHERS,MARRIED,0,52,INDIVIDUAL,0.47,0,8,8,3,3,11,6,13,6,0,0,68,7,0,7,6,0,6,38038,0,38038,214,29862
1987,2816,3182,39,SALARIED,39524,39524,1,MALE,OTHERS,MARRIED,0,60,INDIVIDUAL,0.52,0,291,0,0,0,1,0,1,0,0,2,148,9,0,9,3,0,3,291787,0,291787,214,6182
1988,2817,286,37,SELF EMPLOYED,27075,27075,1,FEMALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.46,0,53,93,2,0,8,2,18,4,0,0,213,4,0,3,1,0,0,35425,35425,0,213,12269
1989,2818,1670,35,SELF EMPLOYED,416666.67,416666.67,1,MALE,OTHERS,MARRIED,324,43,INDIVIDUAL,0.06,0,143,143,0,0,4,4,8,4,0,0,126,4,2,1,2,2,0,3117307,3117307,0,213,209034
1990,2819,1844,39,SALARIED,37280,37280,1,MALE,OTHERS,MARRIED,0,24,INDIVIDUAL,0.23,0,93,380,0,0,2,0,11,4,0,2,49,9,3,5,3,2,1,3100302,2569051,531251,213,31310
1991,2823,972,50,SELF EMPLOYED,66666.67,66666.67,1,FEMALE,OTHERS,MARRIED,576,240,INDIVIDUAL,3.45,0,3,3,5,1,8,4,8,4,0,0,53,6,3,2,5,2,2,15201538,13701668,1499870,212,659663
1992,2824,1586,40,SELF EMPLOYED,91250,91250,1,MALE,OTHERS,MARRIED,156,149,INDIVIDUAL,0.5,0,44,44,2,2,4,3,4,3,0,0,121,2,2,0,2,2,0,3776597,3776597,0,212,203822
1993,2825,3058,30,SELF EMPLOYED,50000,50000,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,1.19,0,45,45,2,1,2,1,20,1,0,0,47,15,0,13,4,0,4,20553,0,20553,212,20675
1994,2826,127,41,SELF EMPLOYED,24123.33,24123.33,1,MALE,OTHERS,MARRIED,108,1,INDIVIDUAL,0.62,0,222,222,0,0,2,2,3,2,0,0,211,2,1,0,1,1,0,1254654,1254654,0,211,28717
1995,2827,2320,30,SELF EMPLOYED,45983.33,45983.33,1,MALE,OTHERS,MARRIED,360,4,PROPRIETORSHIP,0.36,1,3,3,5,2,6,3,6,3,0,0,211,1,0,1,1,0,1,186257,0,186257,211,14378
1996,2829,970,34,SELF EMPLOYED,135345.92,135345.92,1,MALE,OTHERS,MARRIED,120,50,INDIVIDUAL,0.36,0,0,0,2,2,5,4,8,7,0,1,210,3,2,1,1,1,0,8854527,8854527,0,210,203465
1997,2831,2650,53,SELF EMPLOYED,23564.17,23564.17,1,MALE,OTHERS,MARRIED,300,48,PROPRIETORSHIP,0.27,0,36,36,2,1,6,3,16,3,0,0,210,5,1,3,1,1,0,794624,794624,0,210,109225
1998,2832,2868,39,SELF EMPLOYED,83333.33,83333.33,1,MALE,OTHERS,MARRIED,72,20,INDIVIDUAL,0.17,0,18,18,2,2,4,4,7,6,0,0,122,3,1,0,3,1,0,1163635,1163635,0,210,6464
1999,2833,2708,28,SELF EMPLOYED,80000,80000,1,MALE,OTHERS,MARRIED,240,70,INDIVIDUAL,0.14,0,9,10,4,1,6,2,9,2,0,0,25,7,0,3,4,0,2,95906,95906,0,209,12325
2000,2834,3040,29,SELF EMPLOYED,36693.33,36693.33,1,MALE,OTHERS,SINGLE,348,67,INDIVIDUAL,0.51,0,3,56,11,1,20,2,26,2,0,0,69,10,0,8,7,0,7,75015,0,75015,209,33696
2001,2836,2008,27,SALARIED,35000,32253,1,MALE,OTHERS,MARRIED,0,60,GOVT (ONLY FOR SALARIED),0.45,0,3,3,1,1,1,1,2,1,0,0,208,3,0,3,1,0,1,104491,0,104491,208,170096.472
2002,2838,3069,37,SELF EMPLOYED,66666.67,66666.67,1,MALE,OTHERS,MARRIED,432,0,INDIVIDUAL,0.44,0,17,85,5,2,14,5,18,6,0,0,73,24,0,22,9,0,9,397916,0,397916,208,29843
2003,2839,111,35,SELF EMPLOYED,34796.08,34796.08,1,MALE,OTHERS,MARRIED,0,300,INDIVIDUAL,0.4,0,66,66,1,1,3,2,9,3,0,0,207,3,0,2,1,0,1,987118,0,987118,207,34469
2004,2840,408,53,SALARIED,15000,15000,1,MALE,OTHERS,MARRIED,360,36,INDIVIDUAL,0.31,0,211,0,0,0,1,0,1,0,0,0,207,1,0,0,1,0,0,36784,36784,0,207,3356
2005,2841,412,45,SELF EMPLOYED,25166.67,25166.67,1,MALE,OTHERS,MARRIED,228,84,INDIVIDUAL,0.21,0,24,0,2,0,3,0,5,0,0,0,207,2,0,1,1,0,1,4875,0,4875,207,170096.472
2006,2842,460,25,SALARIED,20000,18000,1,MALE,MEDIA,MARRIED,180,0,INDIVIDUAL,0.47,0,209,0,0,0,1,0,2,0,0,0,207,2,0,1,1,0,1,12495,0,12495,207,15867
2007,2843,3140,44,SALARIED,52347,52347,1,FEMALE,OTHERS,MARRIED,480,0,INDIVIDUAL,0.54,0,87,87,1,1,2,1,3,1,0,0,207,7,0,1,2,0,0,392585,392585,0,207,16234
2008,2844,3889,35,SELF EMPLOYED,34796.08,34796.08,1,MALE,OTHERS,MARRIED,0,300,INDIVIDUAL,0.4,0,66,66,1,1,3,2,9,3,0,0,207,3,0,2,1,0,1,987118,0,987118,207,34469
2009,2846,2466,28,SELF EMPLOYED,48366.63,48366.62,1,MALE,CONSTRUCTION,SINGLE,0,22,INDIVIDUAL,0.27,0,7,7,1,1,5,3,10,4,0,0,131,3,2,1,2,1,1,1727669,1682433,45236,206,20938
2010,2849,1143,29,SELF EMPLOYED,97807.08,97807.08,1,MALE,OTHERS,MARRIED,0,12,PARTNERSHIP,0.28,0,193,231,0,0,3,1,8,3,0,0,205,4,2,0,1,1,0,6052697,6052697,0,205,34211
2011,2850,2648,29,SALARIED,20000,19500,1,MALE,HOSPITALS AND NURSING HOMES,MARRIED,240,0,PRIVATE LIMITED,0.44,0,18,0,2,0,2,0,3,0,0,0,67,3,0,2,3,0,2,31027,14760,16267,205,4185
2012,2851,185,26,SALARIED,25000,20000,1,MALE,OTHERS,SINGLE,312,60,INDIVIDUAL,0.5,0,59,59,4,4,5,4,6,4,0,0,114,3,0,2,2,0,2,27374,0,27374,204,20129
2013,2853,142,36,SELF EMPLOYED,43752.92,43752.92,1,MALE,TRANSPORT LOGISTICS,MARRIED,144,4,INDIVIDUAL,0.18,0,70,244,1,0,4,1,4,1,0,0,203,1,1,0,1,1,0,2060131,2060131,0,203,388639
2014,2854,923,23,SALARIED,20000,20000,1,MALE,OTHERS,SINGLE,108,96,INDIVIDUAL,0.41,0,64,0,1,0,3,0,3,0,0,0,59,4,0,3,3,0,2,54526,45144,9382,203,2549
2015,2855,2266,33,SELF EMPLOYED,272904.33,272904.33,1,MALE,FOOD PRODUCTS,MARRIED,360,360,PROPRIETORSHIP,0.21,0,5,5,1,1,2,1,3,1,0,0,203,3,0,0,1,0,0,321650,321650,0,203,3667603
2016,2857,3076,31,SELF EMPLOYED,106438.33,106438.33,1,MALE,OTHERS,MARRIED,300,7,INDIVIDUAL,0.64,0,220,0,0,0,1,0,3,0,0,0,203,1,0,1,1,0,1,173663,0,173663,203,57584
2017,2858,3291,39,SELF EMPLOYED,50433,50433,1,MALE,OTHERS,MARRIED,360,98,INDIVIDUAL,0.49,0,10,37,6,2,9,2,12,2,0,0,123,7,0,6,6,0,6,19149,0,19149,203,52951
2018,2859,255,38,SELF EMPLOYED,20729.17,20729.17,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.47,1,61,0,1,0,4,0,5,0,0,0,54,2,0,2,2,0,2,12332,0,12332,202,170096.472
2019,2860,765,45,SELF EMPLOYED,1206950,1206950,1,MALE,OTHERS,MARRIED,540,11,INDIVIDUAL,0.09,0,0,0,6,5,14,12,17,14,0,0,202,4,1,2,1,1,0,4804820,4804820,0,202,710660
2020,2861,1880,23,SALARIED,15781,14784,1,MALE,IT AND COMMUNICATION,SINGLE,276,15,PRIVATE LIMITED,0.23,0,20,20,1,1,4,3,4,3,0,0,151,2,1,1,2,1,1,322307,306214,16093,202,2373
2021,2862,3663,31,SELF EMPLOYED,47500,47500,1,FEMALE,TEXTILES,MARRIED,60,48,INDIVIDUAL,0.33,0,16,16,2,2,2,2,3,2,0,0,202,2,0,2,1,0,1,4996,0,4996,202,2846
2022,2863,3741,31,SELF EMPLOYED,47500,47500,1,FEMALE,TEXTILES,MARRIED,60,48,INDIVIDUAL,0.33,0,16,16,2,2,2,2,3,2,0,0,202,2,0,2,1,0,1,4996,0,4996,202,2846
2023,2864,244,41,SALARIED,20000,20000,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.4,0,10,0,2,0,4,0,4,0,0,0,111,3,0,1,2,0,0,27701,27701,0,201,681
2024,2865,2061,56,NON EARNING,15029,15029,1,MALE,OTHERS,MARRIED,600,480,INDIVIDUAL,0.5,0,220,220,0,0,6,2,7,2,0,0,201,1,0,1,1,0,1,0,0,0,201,170096.472
2025,2869,724,37,SALARIED,45000,44520,1,MALE,OTHERS,MARRIED,36,60,INDIVIDUAL,0.58,0,16,16,3,1,10,1,26,1,0,0,31,16,0,13,5,0,5,57704,0,57704,200,17087
2026,2871,1677,39,SELF EMPLOYED,29166.67,29166.67,1,MALE,OTHERS,MARRIED,240,11,INDIVIDUAL,1.47,0,2,2,3,2,10,5,17,5,0,0,56,5,1,3,4,1,2,3544884,3109469,435415,200,170096.472
2027,2872,2427,28,SELF EMPLOYED,98116.67,98116.67,1,MALE,ERW STEEL PIPES,MARRIED,0,31,PROPRIETORSHIP,0.21,0,133,0,0,0,2,0,2,0,0,0,200,1,0,1,1,0,1,224977,0,224977,200,170096.472
2028,2873,80,32,SELF EMPLOYED,26322.5,26322.5,1,MALE,OTHERS,MARRIED,180,120,INDIVIDUAL,0.24,1,5,5,10,3,14,3,16,3,0,0,31,3,1,2,3,1,2,611994,600000,11994,199,59845
2029,2874,1255,34,SELF EMPLOYED,65714.42,65714.42,1,MALE,OTHERS,MARRIED,120,216,PROPRIETORSHIP,0.35,0,42,124,1,0,7,3,7,3,0,0,97,6,0,5,3,0,2,158478,137020,21458,199,25925
2030,2875,2418,40,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,180,43,PROPRIETORSHIP,0.2,0,49,394,1,0,1,0,5,1,2,2,36,3,2,0,2,2,0,1523890,1523890,0,199,23738
2031,2876,3009,34,SELF EMPLOYED,260491.83,260491.83,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.49,0,2,9,3,2,10,2,16,2,0,0,81,9,0,9,8,0,8,40366,0,40366,199,15778
2032,2877,3656,36,SELF EMPLOYED,53115,53115,1,MALE,CEMENT AND CEMENT PRODUCTS,MARRIED,120,240,PROPRIETORSHIP,0.25,0,204,0,0,0,1,0,1,0,0,0,199,2,0,2,2,0,2,11830,0,11830,199,2586
2033,2878,3734,36,SELF EMPLOYED,53115,53115,1,MALE,CEMENT AND CEMENT PRODUCTS,MARRIED,120,240,PROPRIETORSHIP,0.25,0,204,0,0,0,1,0,1,0,0,0,199,2,0,2,2,0,2,11830,0,11830,199,2586
2034,2879,3858,32,SELF EMPLOYED,26322.5,26322.5,1,MALE,OTHERS,MARRIED,180,120,INDIVIDUAL,0.24,1,5,5,10,3,14,3,16,3,0,0,31,3,1,2,3,1,2,611994,600000,11994,199,59845
2035,2880,1382,41,SALARIED,13518,13518,1,MALE,OTHERS,MARRIED,60,0,PRIVATE LIMITED,0.61,0,88,88,1,1,4,3,5,4,0,0,198,1,0,1,1,0,1,9061,0,9061,198,170096.472
2036,2881,2674,25,SALARIED,11923,10800,1,MALE,OTHERS,SINGLE,12,0,PRIVATE LIMITED,0.51,0,44,0,3,0,5,0,5,0,0,0,198,1,0,1,1,0,1,13818,0,13818,198,4845
2037,2882,3007,28,SALARIED,42000,34500,1,MALE,PHARMACEUTICALS BULK DRUGS,MARRIED,120,72,INDIVIDUAL,0.55,0,18,0,3,0,4,0,5,0,0,0,198,2,0,2,1,0,1,1523,0,1523,198,23314
2038,2884,1065,40,SELF EMPLOYED,29353.33,29353.33,1,FEMALE,OTHERS,SINGLE,480,2,PROPRIETORSHIP,0.23,0,45,45,2,2,6,2,7,2,0,0,129,6,0,4,3,0,2,198880,38930,159950,197,35805
2039,2885,1135,40,SELF EMPLOYED,39436.08,39436.08,1,MALE,OTHERS,MARRIED,0,228,PROPRIETORSHIP,0.5,0,15,0,4,0,6,0,7,0,0,0,61,6,0,6,5,0,5,39756,0,39756,197,18941
2040,2890,3314,30,SELF EMPLOYED,163604,163604,1,MALE,OTHERS,MARRIED,180,12,INDIVIDUAL,0.36,0,67,0,1,0,2,0,11,0,0,0,55,14,0,5,6,0,4,975496,936647,38849,197,141749
2041,2892,1730,28,SELF EMPLOYED,50000,50000,1,MALE,OTHERS,MARRIED,144,36,INDIVIDUAL,0.63,0,56,529,1,0,3,0,4,1,0,1,26,4,0,2,3,0,1,537976,527976,10000,196,3426
2042,2893,1472,39,SELF EMPLOYED,59457.92,59457.92,1,MALE,OTHERS,MARRIED,240,72,INDIVIDUAL,0.36,0,2,2,2,2,2,2,2,2,0,0,195,2,0,0,1,0,0,142219,142219,0,195,38958
2043,2894,1514,30,SELF EMPLOYED,39035.42,39035.42,1,FEMALE,OTHERS,MARRIED,120,3,PROPRIETORSHIP,1.21,0,196,0,0,0,1,0,4,0,0,0,195,5,0,5,2,0,2,28886,0,28886,195,13975
2044,2895,2065,40,SALARIED,18000,18000,1,MALE,TEXTILES,MARRIED,360,0,INDIVIDUAL,0.3,0,17,17,2,2,3,3,3,3,0,0,182,3,0,2,2,0,2,37347,0,37347,195,170096.472
2045,2896,3591,28,SELF EMPLOYED,58365.5,58365.5,1,MALE,OTHERS,SINGLE,0,0,PROPRIETORSHIP,0.59,0,342,0,0,0,2,0,3,0,3,3,127,19,0,1,3,0,1,220600,219000,1600,195,5481
2046,2897,949,32,SELF EMPLOYED,25000,25000,1,MALE,OTHERS,MARRIED,360,38,PROPRIETORSHIP,0.73,1,201,0,0,0,2,0,2,0,0,0,194,1,0,1,1,0,1,93478,0,93478,194,2765
2047,2898,1905,36,SELF EMPLOYED,581340.08,581340.08,1,FEMALE,OTHERS,MARRIED,0,141,INDIVIDUAL,0.19,0,177,177,0,0,4,1,4,1,0,0,157,2,1,1,2,1,1,4781303,4100675,680628,194,183736
2048,2899,888,44,SELF EMPLOYED,43874.13,43874.12,1,MALE,OTHERS,MARRIED,360,124,INDIVIDUAL,0,0,7,7,10,1,14,1,17,2,1,2,30,12,1,7,8,1,5,1859750,1771300,88450,193,11744
2049,2900,1015,26,SALARIED,34400,28774,1,MALE,MEDIA MOVIES AND ENTERTAINMENT,SINGLE,0,12,LISTED - PUBLIC LIMITED,0.28,0,73,0,1,0,11,0,13,0,1,1,83,4,0,4,4,0,4,136823,0,136823,193,25183
2050,2901,2091,34,SELF EMPLOYED,46208.33,46208.33,1,MALE,WOOD AND WOOD PRODUCTS,MARRIED,408,110,PROPRIETORSHIP,0.35,0,19,43,2,1,3,2,3,2,0,0,193,1,1,0,1,1,0,392022,392022,0,193,170096.472
2051,2902,3012,56,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,72,0,INDIVIDUAL,0.99,0,344,0,0,0,1,0,3,0,0,0,193,2,0,1,1,0,1,18326,0,18326,193,285975
2052,2903,1071,48,SELF EMPLOYED,29019.5,29019.5,1,MALE,OTHERS,MARRIED,0,116,INDIVIDUAL,0.69,1,13,0,1,0,1,0,2,0,0,0,192,2,0,2,1,0,1,4500,0,4500,192,28638
2053,2904,1703,38,SALARIED,24660,24660,1,MALE,OTHERS,MARRIED,252,132,INDIVIDUAL,0.25,0,18,18,4,2,14,4,30,5,0,0,124,8,1,6,3,1,2,818038,622272,195766,192,45497
2054,2905,1781,42,SELF EMPLOYED,137108.67,137108.67,1,FEMALE,OTHERS,MARRIED,504,19,INDIVIDUAL,0.39,0,18,18,9,5,22,8,31,10,0,0,61,7,2,3,5,2,2,4482143,4402447,79696,192,55054
2055,2906,2160,38,SELF EMPLOYED,21500,21500,1,MALE,OTHERS,MARRIED,36,17,INDIVIDUAL,0.62,0,3,4,2,1,5,1,7,1,1,1,192,1,0,0,1,0,0,58276,58276,0,192,170096.472
2056,2907,2175,36,SELF EMPLOYED,49229,49229,1,MALE,FOOD PRODUCTS,MARRIED,36,43,INDIVIDUAL,0.51,0,7,7,1,1,2,1,2,1,0,0,133,7,0,2,4,0,1,190210,111971,78239,192,170096.472
2057,2908,2399,36,SELF EMPLOYED,33530,33530,1,MALE,OTHERS,MARRIED,432,30,INDIVIDUAL,1.12,0,196,0,0,0,2,0,2,0,0,0,192,1,0,0,1,0,0,91649,91649,0,192,245646
2058,2909,375,50,SALARIED,398021,46170.83,1,MALE,OTHERS,MARRIED,120,0,INDIVIDUAL,0.62,0,47,47,1,1,6,3,6,3,0,0,191,1,0,1,1,0,1,22000,0,22000,191,19963
2059,2910,2104,40,SELF EMPLOYED,25753.92,25753.92,1,MALE,OTHERS,MARRIED,468,211,INDIVIDUAL,0.39,0,28,28,1,1,1,1,3,1,0,1,191,2,0,2,1,0,1,16258,0,16258,191,3894
2060,2911,1939,27,SELF EMPLOYED,92500,92500,1,FEMALE,COMMUNICATION,MARRIED,240,72,INDIVIDUAL,0.2,1,11,11,2,2,7,2,10,2,0,0,122,5,0,4,3,0,3,257248,0,257248,190,170096.472
2061,2912,3001,60,SALARIED,24350,24350,1,FEMALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.54,0,56,0,2,0,4,0,11,0,1,1,135,13,0,11,2,0,2,9649,0,9649,190,3294
2062,2915,3084,32,SELF EMPLOYED,20833.33,20833.33,1,MALE,OTHERS,MARRIED,240,1,INDIVIDUAL,1.27,0,51,51,1,1,2,2,6,2,0,0,181,5,0,4,3,0,3,37780,0,37780,189,8945
2063,2916,3527,33,SELF EMPLOYED,64661.42,64661.42,1,MALE,OTHERS,MARRIED,0,396,INDIVIDUAL,0.45,0,24,24,1,1,2,1,2,1,0,0,189,1,0,1,1,0,1,13600,0,13600,189,82763
2064,2917,3569,56,SELF EMPLOYED,792183.92,792183.92,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.42,0,77,78,2,1,4,3,13,7,0,0,189,3,2,1,1,0,1,6551359,0,6551359,189,170096.472
2065,2919,561,29,SALARIED,21000,20000,1,MALE,OTHERS,SINGLE,144,120,PROPRIETORSHIP,0.5,0,27,0,1,0,1,0,3,0,0,0,188,2,0,0,1,0,0,148320,148320,0,188,170096.472
2066,2920,2137,42,SELF EMPLOYED,31924,31924,1,MALE,OTHERS,MARRIED,120,53,PROPRIETORSHIP,0.36,0,27,27,1,1,4,3,4,3,0,0,188,1,0,1,1,0,1,23888,0,23888,188,170096.472
2067,2921,3653,38,SELF EMPLOYED,16666.67,16666.67,1,FEMALE,OTHERS,MARRIED,180,1,INDIVIDUAL,0.69,0,0,0,0,0,0,0,0,0,0,0,188,2,0,1,1,0,0,45674,45674,0,188,3184
2068,2922,3731,38,SELF EMPLOYED,16666.67,16666.67,1,FEMALE,OTHERS,MARRIED,180,1,INDIVIDUAL,0.69,0,0,0,0,0,0,0,0,0,0,0,188,2,0,1,1,0,0,45674,45674,0,188,3184
2069,2925,2191,43,SALARIED,700000,58549.33,1,FEMALE,OTHERS,MARRIED,24,300,LISTED - PUBLIC LIMITED,0.29,0,1,1,6,3,8,3,12,3,0,0,63,9,0,9,4,0,4,1037644,0,1037644,187,170096.472
2070,2926,2800,47,SELF EMPLOYED,50000,50000,1,MALE,FOOD PRODUCTS,MARRIED,120,120,INDIVIDUAL,0.35,0,0,0,0,0,0,0,0,0,0,0,187,1,0,1,1,0,1,103461,0,103461,187,170096.472
2071,2928,728,43,SELF EMPLOYED,40101,40101,1,MALE,OTHERS,MARRIED,504,147,PROPRIETORSHIP,0.06,0,36,0,1,0,1,0,3,0,0,0,186,9,0,1,1,0,0,35500,35500,0,186,38459
2072,2929,976,38,SELF EMPLOYED,33333.33,33333.33,1,FEMALE,OTHERS,MARRIED,240,96,INDIVIDUAL,0.43,0,36,36,1,1,6,1,9,1,0,0,157,6,0,5,3,0,3,54002,0,54002,186,175822
2073,2931,2551,35,SELF EMPLOYED,33333.33,33333.33,1,MALE,OTHERS,MARRIED,0,60,INDIVIDUAL,0.7,0,88,88,1,1,2,1,5,1,0,0,186,5,0,5,1,0,1,8000,0,8000,186,170096.472
2074,2932,3106,52,SELF EMPLOYED,20833.33,20833.33,1,MALE,OTHERS,MARRIED,300,0,INDIVIDUAL,1.16,0,29,29,1,1,1,1,9,1,0,0,186,5,0,5,1,0,1,4746,0,4746,186,8612
2075,2933,3395,30,SELF EMPLOYED,36214.75,36214.75,1,MALE,OTHERS,MARRIED,0,104,INDIVIDUAL,0.54,1,3,3,4,4,11,5,22,6,1,1,186,5,0,3,1,0,1,63151,0,63151,186,8457
2076,2934,3562,35,SELF EMPLOYED,32470,32470,1,FEMALE,OTHERS,MARRIED,48,46,INDIVIDUAL,0.49,0,191,0,0,0,3,0,3,0,0,0,186,1,0,0,1,0,0,46611,46611,0,186,92500
2077,2935,2790,32,SELF EMPLOYED,382475,382475,1,FEMALE,OTHERS,MARRIED,300,60,INDIVIDUAL,0.3,1,13,29,4,2,16,9,25,10,0,0,74,3,0,2,3,0,2,181168,68668,112500,185,170096.472
2078,2937,821,25,SALARIED,31500,27000,1,MALE,OTHERS,SINGLE,60,36,INDIVIDUAL,0.5,0,3,3,4,4,5,4,5,4,0,0,183,1,0,1,1,0,1,7266,0,7266,183,33633
2079,2938,1315,44,SELF EMPLOYED,29074.58,29074.58,1,MALE,OTHERS,MARRIED,216,123,INDIVIDUAL,0.46,0,40,0,2,0,4,0,9,0,0,0,40,33,0,8,5,0,5,28024,0,28024,183,29809
2080,2939,3126,38,SELF EMPLOYED,45117.5,45117.5,1,MALE,OTHERS,MARRIED,360,0,INDIVIDUAL,0.39,0,62,0,1,0,1,0,3,0,0,0,58,7,0,6,3,0,2,67054,14130,52924,183,1868
2081,2940,261,25,SALARIED,19000,19000,1,MALE,OTHERS,MARRIED,36,0,INDIVIDUAL,0.5,1,185,0,0,0,1,0,1,0,0,0,182,1,0,1,1,0,1,894,0,894,182,3039
2082,2942,861,52,SELF EMPLOYED,41666.67,41666.67,1,MALE,OTHERS,MARRIED,60,7,INDIVIDUAL,0.31,0,183,1046,0,0,3,0,7,1,0,0,182,2,0,2,1,0,1,160230,0,160230,182,14299
2083,2943,1196,35,SELF EMPLOYED,42093.08,42093.08,1,MALE,OTHERS,MARRIED,0,14,INDIVIDUAL,0.56,0,18,18,3,1,3,1,6,1,0,1,51,9,0,3,3,0,1,456995,440663,16332,182,10199
2084,2944,2077,34,SELF EMPLOYED,3333.33,3333.33,1,FEMALE,OTHERS,MARRIED,12,0,INDIVIDUAL,6.04,1,15,15,6,4,9,7,12,7,0,0,177,16,0,15,2,0,1,257763,113138,144625,182,170096.472
2085,2945,3072,31,SELF EMPLOYED,34613.33,34613.33,1,MALE,OTHERS,MARRIED,360,8,INDIVIDUAL,1.54,0,43,43,2,2,4,3,7,3,0,0,182,2,0,1,1,0,1,229591,0,229591,182,194350
2086,2946,13,33,SELF EMPLOYED,33333.33,33333.33,1,FEMALE,OTHERS,MARRIED,384,77,PROPRIETORSHIP,1.04,0,8,178,1,0,4,2,5,2,1,1,156,2,1,1,2,1,1,2999109,2999109,0,181,826
2087,2947,2203,41,SELF EMPLOYED,416.67,416.67,1,MALE,OTHERS,MARRIED,12,108,PROPRIETORSHIP,89.07,0,359,483,0,0,1,0,3,2,1,1,9,4,2,2,2,1,1,3974439,3926709,47730,181,170096.472
2088,2948,3000,53,SALARIED,71488,71488,1,MALE,OTHERS,MARRIED,384,0,INDIVIDUAL,0.6,0,193,0,0,0,1,0,1,0,1,1,181,1,0,0,1,0,0,105933,105933,0,181,15837
2089,2949,173,38,SALARIED,30000,30000,1,FEMALE,OTHERS,MARRIED,0,60,PRIVATE LIMITED,0.61,0,37,37,1,1,2,1,3,1,0,0,180,6,0,6,1,0,1,32933,0,32933,180,121814
2090,2950,910,52,SELF EMPLOYED,83333.33,83333.33,1,MALE,OTHERS,MARRIED,0,37,INDIVIDUAL,1.15,1,65,65,2,2,7,2,12,2,0,0,121,10,0,8,5,0,4,123108,49680,73428,180,64795
2091,2951,1046,34,SELF EMPLOYED,22486.08,22486.08,1,MALE,OTHERS,MARRIED,408,1,PROPRIETORSHIP,2.3,0,5,5,1,1,1,1,4,1,0,0,180,2,0,0,1,0,0,235267,235267,0,180,130057
2092,2952,3690,36,SALARIED,13600,13600,1,FEMALE,OTHERS,MARRIED,144,0,INDIVIDUAL,0.49,0,0,0,0,0,0,0,0,0,0,0,180,5,0,1,1,0,1,45390,0,45390,180,170096.472
2093,2953,3768,36,SALARIED,13600,13600,1,FEMALE,OTHERS,MARRIED,144,0,INDIVIDUAL,0.49,0,0,0,0,0,0,0,0,0,0,0,180,5,0,1,1,0,1,45390,0,45390,180,170096.472
2094,2955,2040,32,NON EARNING,26433.33,26433.33,1,FEMALE,OTHERS,MARRIED,0,183,INDIVIDUAL,0.49,0,41,41,1,1,1,1,1,1,1,1,75,8,0,2,3,0,0,329689,295288,34401,179,170096.472
2095,2956,3011,42,SELF EMPLOYED,30571.42,30571.42,1,MALE,OTHERS,MARRIED,480,43,INDIVIDUAL,0.65,0,16,0,1,0,1,0,5,0,0,0,179,6,0,6,2,0,2,19721,0,19721,179,63444
2096,2957,3074,39,SELF EMPLOYED,27003.33,27003.33,1,MALE,OTHERS,MARRIED,0,0,INDIVIDUAL,0.55,0,1,0,1,0,2,0,9,0,0,0,97,8,0,7,3,0,2,75116,67016,8100,179,11322
2097,2958,201,30,SELF EMPLOYED,23207.75,23207.75,1,MALE,OTHERS,MARRIED,0,7,INDIVIDUAL,0,0,22,22,1,1,7,4,11,5,0,0,92,4,2,1,2,1,1,1170916,1139220,31696,178,17287
2098,2961,2724,46,SELF EMPLOYED,34033.58,34033.58,1,MALE,OTHERS,MARRIED,541,139,INDIVIDUAL,1.04,0,15,15,8,1,12,1,39,4,0,1,57,17,2,14,3,1,2,3727633,3537317,190316,178,407686
